rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,imu_degC,output_Hz,
01/01/2000,00:01:05.05,-78.12,6.35,766.11,16.40,29.09,25.18,-7.80,-6.60,25.35,29.80,47.12,
01/01/2000,00:01:05.05,-113.28,-1.46,731.93,7.56,15.61,23.41,-7.20,-5.25,25.20,29.80,47.12,
01/01/2000,00:01:05.05,-109.38,22.46,619.63,-6.83,2.74,24.02,-7.95,-6.00,24.75,29.80,47.13,
01/01/2000,00:01:05.05,-80.57,14.65,474.12,12.74,20.18,36.34,-8.10,-6.90,24.90,29.80,47.08,
01/01/2000,00:01:05.05,-84.47,13.67,506.35,9.51,12.32,36.34,-8.55,-7.35,25.35,29.61,47.08,
01/01/2000,00:01:05.05,-55.66,21.97,486.33,11.04,0.30,26.89,-6.45,-7.05,25.50,29.61,47.08,
01/01/2000,00:01:05.05,5.37,38.09,521.48,23.29,-4.70,21.34,-8.10,-7.35,25.35,29.80,47.08,
01/01/2000,00:01:05.05,28.81,35.64,691.41,44.88,-3.84,16.46,-6.45,-7.50,25.80,29.66,47.08,
01/01/2000,00:01:05.05,43.46,74.22,1062.99,58.05,-3.66,6.71,-6.00,-6.75,26.25,29.66,47.09,
01/01/2000,00:01:05.05,27.83,84.96,1454.10,50.85,-9.09,1.89,-7.95,-6.30,27.00,29.61,47.09,
01/01/2000,00:01:05.05,-41.02,109.86,1673.34,36.40,-17.38,-10.37,-7.20,-4.80,25.80,29.80,47.09,
01/01/2000,00:01:05.05,-35.64,111.33,1626.46,14.39,-12.01,-22.26,-7.50,-4.05,25.50,29.95,47.09,
01/01/2000,00:01:05.05,-27.83,157.71,1433.11,5.12,-15.98,-31.28,-7.05,-4.20,26.40,29.80,47.09,
01/01/2000,00:01:05.05,-138.18,164.55,1403.81,13.96,-25.73,-55.37,-7.20,-3.30,26.25,29.90,47.09,
01/01/2000,00:01:05.05,-42.97,71.78,1623.05,25.91,-37.68,-81.65,-8.70,-3.30,26.25,29.80,47.09,
01/01/2000,00:01:05.05,190.92,-123.05,1999.02,21.65,-32.20,-89.02,-9.75,-2.10,25.50,29.95,47.09,
01/01/2000,00:01:05.05,397.95,-168.46,2085.45,-5.98,-15.24,-46.46,-9.60,-2.70,24.90,29.66,47.10,
01/01/2000,00:01:05.05,171.39,23.44,1695.80,-43.84,8.17,5.30,-9.00,-1.65,25.20,29.80,47.10,
01/01/2000,00:01:05.05,-5.86,208.01,1089.36,-57.20,12.07,20.18,-9.30,-1.80,26.40,29.75,47.10,
01/01/2000,00:01:05.05,-153.81,297.36,649.90,-45.85,23.23,20.85,-10.35,-2.70,25.65,29.90,47.10,
01/01/2000,00:01:05.05,-308.59,303.22,421.39,-22.74,26.71,7.44,-8.55,-3.00,24.60,29.90,47.10,
01/01/2000,00:01:05.05,-327.64,231.45,397.95,-5.24,24.33,-10.85,-7.35,-4.20,25.35,29.61,47.10,
01/01/2000,00:01:05.05,-297.36,131.84,427.25,-5.24,24.09,-31.89,-7.05,-4.20,26.10,29.56,47.10,
01/01/2000,00:01:05.05,-243.16,43.46,399.41,-11.04,12.56,-40.61,-7.35,-3.45,26.40,29.61,47.10,
01/01/2000,00:01:05.05,-134.77,32.71,314.94,-16.16,8.29,-42.99,-7.95,-1.65,25.80,29.66,47.11,
01/01/2000,00:01:05.05,-71.29,-39.06,317.87,-6.77,6.10,-37.80,-7.95,-2.85,26.25,29.80,47.11,
01/01/2000,00:01:05.05,-37.60,-76.17,386.72,-0.43,13.72,-27.56,-7.20,-3.30,25.80,29.90,47.11,
01/01/2000,00:01:05.05,-129.88,-85.45,650.88,6.71,8.72,-13.96,-9.30,-2.70,26.85,29.75,47.10,
01/01/2000,00:01:05.05,-155.27,-62.50,772.46,0.06,1.65,-13.17,-7.80,-3.45,27.15,29.75,47.10,
01/01/2000,00:01:05.05,-194.34,-35.16,943.85,0.61,-6.22,-12.93,-7.05,-4.20,27.45,29.80,47.10,
01/01/2000,00:01:05.05,-211.43,-50.78,1104.98,-4.82,-13.23,-16.10,-8.25,-2.10,26.55,29.56,47.10,
01/01/2000,00:01:05.05,-186.04,-55.66,1248.54,-11.28,-7.13,-10.73,-7.20,-3.30,25.50,29.80,47.10,
01/01/2000,00:01:05.05,-116.21,-61.04,1265.14,-18.17,-2.99,-4.33,-7.35,-1.05,25.65,29.56,47.10,
01/01/2000,00:01:05.05,-115.72,-56.15,1342.77,-24.21,-6.83,2.87,-6.30,-1.50,26.10,29.61,47.10,
01/01/2000,00:01:05.05,-152.34,-72.75,1429.20,-35.43,-11.28,11.65,-7.35,-2.25,26.10,29.90,47.10,
01/01/2000,00:01:05.05,-127.44,-12.70,1312.99,-41.28,-12.74,15.30,-7.50,-2.85,25.80,29.61,47.11,
01/01/2000,00:01:05.05,-155.76,60.55,1250.49,-24.27,-19.02,25.98,-6.75,-4.05,26.55,29.80,47.11,
01/01/2000,00:01:05.05,-326.66,112.79,1566.89,13.66,-27.87,17.38,-7.95,-4.35,25.50,29.80,47.11,
01/01/2000,00:01:05.05,-178.22,-57.13,1987.30,25.43,-12.56,-5.73,-8.85,-4.65,25.35,29.66,47.11,
01/01/2000,00:01:05.05,20.02,-153.81,1942.38,8.78,14.57,4.63,-10.20,-4.80,26.25,29.66,47.11,
01/01/2000,00:01:05.05,3.91,-73.24,1580.57,-6.10,14.88,12.07,-7.80,-3.75,23.85,29.80,47.11,
01/01/2000,00:01:05.05,17.09,-44.92,1260.74,-7.44,20.85,5.00,-8.55,-5.40,26.10,29.95,47.11,
01/01/2000,00:01:05.05,43.46,-41.50,1077.15,-2.68,17.44,4.21,-8.85,-4.20,25.35,29.80,47.11,
01/01/2000,00:01:05.05,-22.46,-21.00,961.43,1.89,18.23,4.09,-7.35,-5.40,25.35,29.80,47.12,
01/01/2000,00:01:05.05,-62.50,-2.44,830.57,1.59,16.16,5.67,-7.20,-4.05,27.00,29.80,47.12,
01/01/2000,00:01:05.05,-87.89,14.16,651.37,-5.18,12.01,4.27,-8.25,-5.25,26.25,29.80,47.12,
01/01/2000,00:01:05.05,-117.68,25.88,492.19,-3.35,9.45,10.85,-7.35,-6.15,27.45,29.66,47.12,
01/01/2000,00:01:05.05,-76.17,21.48,414.06,0.91,13.05,12.13,-6.45,-5.55,25.80,29.80,47.12,
01/01/2000,00:01:05.05,-69.34,18.55,395.02,5.24,15.06,22.68,-5.70,-5.25,25.20,29.56,47.12,
01/01/2000,00:01:05.05,-73.73,10.74,387.21,10.12,17.50,29.76,-4.95,-4.35,27.00,29.80,47.12,
01/01/2000,00:01:05.05,-106.45,29.30,380.86,10.18,14.57,38.84,-5.70,-4.05,27.30,29.80,47.12,
01/01/2000,00:01:05.05,-137.70,41.99,393.07,16.04,10.49,36.52,-5.55,-4.95,26.10,29.56,47.13,
01/01/2000,00:01:05.05,-88.38,19.04,1020.51,47.50,-1.10,1.04,-7.05,-5.40,27.15,29.80,47.08,
01/01/2000,00:01:05.05,-57.13,-2.93,1377.44,50.61,-3.29,-10.00,-7.35,-3.75,26.10,29.75,47.08,
01/01/2000,00:01:05.05,-80.57,6.35,1579.59,33.05,-4.82,-14.76,-5.85,-1.80,26.85,29.61,47.08,
01/01/2000,00:01:05.05,-102.54,58.11,1505.86,15.06,-10.85,-28.90,-4.80,-2.70,26.40,29.75,47.09,
01/01/2000,00:01:05.05,-72.27,42.48,1370.61,8.48,-14.27,-37.07,-5.85,-1.80,26.40,29.95,47.09,
01/01/2000,00:01:05.05,-95.70,49.80,1312.99,10.00,-16.52,-42.20,-7.05,-3.00,27.45,29.80,47.09,
01/01/2000,00:01:05.05,-133.30,71.78,1423.83,21.04,-26.46,-66.83,-5.70,-1.35,25.50,29.95,47.09,
01/01/2000,00:01:05.05,22.95,-55.66,1815.43,34.57,-41.34,-83.54,-7.20,-1.35,25.80,29.90,47.09,
01/01/2000,00:01:05.05,226.56,-129.39,1985.35,17.50,-16.71,-59.88,-8.25,-1.35,25.20,29.95,47.09,
01/01/2000,00:01:05.05,214.36,-4.88,1759.77,-16.40,-2.38,-21.89,-7.80,0.00,27.90,29.56,47.09,
01/01/2000,00:01:05.05,92.29,116.70,1291.50,-38.66,-7.20,2.13,-8.55,0.30,26.10,29.75,47.09,
01/01/2000,00:01:05.05,0.49,213.87,912.11,-37.01,2.80,18.05,-8.10,1.50,27.15,29.95,47.10,
01/01/2000,00:01:05.05,-141.11,242.68,678.71,-22.20,14.39,26.10,-9.00,-0.90,26.25,29.66,47.10,
01/01/2000,00:01:05.05,-329.59,224.12,543.46,-15.73,16.46,16.28,-6.75,-2.10,25.20,29.61,47.10,
01/01/2000,00:01:05.05,-345.70,164.55,510.74,-12.93,6.95,-6.28,-6.30,-0.75,25.65,29.56,47.10,
01/01/2000,00:01:05.05,-261.72,94.24,453.12,-9.15,4.45,-22.99,-7.80,-1.05,26.40,29.66,47.10,
01/01/2000,00:01:05.05,-229.49,40.04,396.00,-4.27,7.56,-26.65,-7.35,-1.80,26.40,29.95,47.10,
01/01/2000,00:01:05.05,-189.94,-24.41,377.44,-3.17,11.28,-26.95,-8.85,-1.05,26.10,29.66,47.10,
01/01/2000,00:01:05.05,-107.42,-42.97,438.48,-1.95,13.90,-24.70,-6.60,0.00,24.15,29.66,47.10,
01/01/2000,00:01:05.05,-97.66,-50.78,489.26,-0.67,12.20,-15.73,-7.80,0.30,26.10,29.75,47.11,
01/01/2000,00:01:05.05,-126.95,-31.25,530.27,-0.12,8.72,-12.74,-5.55,0.00,26.40,29.99,47.11,
01/01/2000,00:01:05.05,-166.02,17.09,629.88,1.46,-0.61,-7.56,-7.05,-0.75,27.45,29.61,47.11,
01/01/2000,00:01:05.05,-200.20,19.53,798.83,2.99,-13.72,-17.32,-6.45,-0.45,26.25,29.90,47.11,
01/01/2000,00:01:05.05,-190.92,-44.43,1056.15,-1.16,-23.29,-25.67,-6.45,0.15,25.80,29.95,47.11,
01/01/2000,00:01:05.05,-155.76,-124.51,1354.98,-19.21,-26.40,-18.66,-7.05,0.75,27.45,29.47,47.10,
01/01/2000,00:01:05.05,-86.91,-136.23,1357.42,-28.90,-23.05,-0.43,-8.10,-0.75,26.10,29.66,47.10,
01/01/2000,00:01:05.05,-175.78,-83.01,1412.60,-31.89,-20.98,18.11,-5.85,-1.50,27.15,29.80,47.10,
01/01/2000,00:01:05.05,-176.27,-38.09,1391.60,-33.41,-15.91,32.62,-9.00,-2.10,26.25,29.66,47.10,
01/01/2000,00:01:05.05,-209.47,71.29,1336.43,-27.50,-12.99,48.35,-8.55,-1.05,26.10,29.95,47.10,
01/01/2000,00:01:05.05,-471.19,176.27,1452.15,0.98,-21.95,38.72,-8.10,-2.25,25.65,29.56,47.10,
01/01/2000,00:01:05.05,-371.58,11.23,1810.06,26.46,-19.09,-7.07,-10.05,-1.80,25.65,29.90,47.10,
01/01/2000,00:01:05.05,28.32,-134.77,1922.36,22.20,13.90,-2.74,-8.85,-3.00,24.90,29.80,47.11,
01/01/2000,00:01:05.05,-8.79,-139.65,1737.30,4.76,37.07,18.78,-9.00,-2.10,25.20,29.90,47.11,
01/01/2000,00:01:05.05,-54.69,-74.71,1295.41,-15.37,33.78,12.26,-7.80,-1.50,27.15,29.66,47.11,
01/01/2000,00:01:05.05,28.81,-49.32,1019.53,-10.55,29.15,4.09,-8.25,-2.40,26.25,29.95,47.11,
01/01/2000,00:01:05.05,50.78,-44.92,876.95,1.83,22.99,-2.62,-7.50,-2.40,25.20,29.66,47.11,
01/01/2000,00:01:05.05,28.32,-69.82,815.92,5.55,27.01,-1.83,-5.70,-2.25,25.35,29.80,47.11,
01/01/2000,00:01:05.05,21.97,-85.45,734.86,4.70,25.49,7.50,-7.50,-1.65,25.80,29.80,47.11,
01/01/2000,00:01:05.05,-17.58,-62.99,616.21,-4.15,16.40,13.54,-6.60,-3.75,26.85,29.56,47.11,
01/01/2000,00:01:05.05,-3.42,-52.73,454.10,-5.98,8.23,20.85,-6.75,-1.35,25.80,29.75,47.12,
01/01/2000,00:01:05.05,-4.88,-39.06,373.54,3.05,14.33,34.21,-6.45,-4.05,25.20,29.47,47.12,
01/01/2000,00:01:05.05,-31.25,-22.46,377.44,9.21,23.41,40.55,-5.55,-1.80,25.65,29.80,47.12,
01/01/2000,00:01:05.05,-66.89,-14.16,408.69,12.80,21.59,46.28,-5.40,-2.40,27.30,29.75,47.12,
01/01/2000,00:01:05.05,-106.93,35.16,436.04,8.05,13.96,48.54,-6.00,-2.40,27.75,29.75,47.12,
01/01/2000,00:01:05.05,-130.37,46.88,450.68,8.17,-0.24,36.52,-4.35,-3.45,27.15,29.95,47.12,
01/01/2000,00:01:05.05,-153.32,79.59,549.80,18.54,-8.54,23.78,-5.40,-4.05,27.75,29.80,47.12,
01/01/2000,00:01:05.05,-120.61,36.62,752.93,24.45,-11.83,5.49,-5.40,-3.30,27.30,29.90,47.12,
01/01/2000,00:01:05.05,-60.55,24.41,970.21,33.05,-24.63,-10.73,-6.00,-1.65,27.30,29.80,47.13,
01/01/2000,00:01:05.05,3.91,42.97,1213.87,31.89,-23.54,-20.30,-5.85,-3.00,26.40,29.95,47.13,
01/01/2000,00:01:05.05,-14.65,60.55,1254.88,7.62,-52.13,-33.96,-7.95,-1.65,27.75,29.80,47.08,
01/01/2000,00:01:05.05,-106.45,99.12,1262.21,16.71,-56.16,-37.93,-8.10,-1.05,27.90,29.75,47.08,
01/01/2000,00:01:05.05,-136.23,107.42,1593.26,39.09,-65.67,-61.40,-7.80,0.00,25.65,29.56,47.08,
01/01/2000,00:01:05.05,60.06,-37.11,2147.46,47.62,-37.99,-67.38,-8.55,1.05,26.10,29.95,47.09,
01/01/2000,00:01:05.05,301.27,-47.36,2199.71,15.61,-5.85,-26.89,-9.30,3.00,23.85,29.56,47.09,
01/01/2000,00:01:05.05,164.06,115.23,1805.66,-25.37,10.67,17.50,-9.75,2.85,24.45,29.80,47.09,
01/01/2000,00:01:05.05,-34.67,250.00,1317.87,-46.95,12.50,30.79,-10.05,1.80,24.60,29.66,47.09,
01/01/2000,00:01:05.05,-164.06,349.12,871.09,-44.94,25.73,37.13,-9.75,1.65,25.20,30.09,47.09,
01/01/2000,00:01:05.05,-344.24,357.91,609.38,-27.62,37.07,23.48,-9.00,-0.45,25.20,29.99,47.09,
01/01/2000,00:01:05.05,-424.32,267.09,541.02,-14.09,32.80,-3.35,-8.10,-0.75,24.60,29.80,47.09,
01/01/2000,00:01:05.05,-324.71,176.27,562.01,-6.83,19.94,-28.60,-10.05,-0.75,25.35,29.80,47.09,
01/01/2000,00:01:05.05,-187.50,70.80,537.11,-10.49,16.28,-39.63,-7.20,-0.90,24.45,29.61,47.10,
01/01/2000,00:01:05.05,-143.07,-5.37,481.93,-15.24,11.95,-40.06,-7.95,-0.90,24.75,29.66,47.10,
01/01/2000,00:01:05.05,-89.36,-51.76,422.36,-14.57,13.60,-38.29,-7.05,0.30,25.65,29.66,47.10,
01/01/2000,00:01:05.05,-112.79,-69.34,426.27,-10.98,3.54,-31.52,-6.00,-0.15,26.25,29.80,47.10,
01/01/2000,00:01:05.05,-71.29,-91.31,499.51,-8.96,4.39,-32.38,-6.60,0.30,26.10,29.95,47.10,
01/01/2000,00:01:05.05,-56.15,-116.70,579.10,-7.13,-1.52,-18.41,-8.25,1.35,25.80,29.80,47.10,
01/01/2000,00:01:05.05,-108.89,-93.26,667.97,-6.46,-6.83,-10.06,-8.10,0.30,26.85,29.99,47.10,
01/01/2000,00:01:05.05,-163.57,-90.82,825.20,-10.79,-12.32,-6.28,-7.80,0.00,26.10,29.66,47.10,
01/01/2000,00:01:05.05,-198.73,-115.72,974.12,-12.68,-16.28,-10.67,-7.35,0.75,26.85,29.80,47.11,
01/01/2000,00:01:05.05,-143.55,-146.00,1130.86,-17.07,-18.35,-8.17,-8.10,0.00,24.90,29.66,47.11,
01/01/2000,00:01:05.05,-75.68,-161.62,1255.37,-19.94,-16.95,5.49,-7.50,-0.15,26.25,29.66,47.11,
01/01/2000,00:01:05.05,-39.06,-152.34,1370.61,-30.98,-7.80,21.95,-8.10,-0.75,26.10,29.90,47.11,
01/01/2000,00:01:05.05,-39.06,-83.50,1469.73,-44.39,-13.11,39.39,-7.05,0.00,26.10,29.75,47.11,
01/01/2000,00:01:05.05,-63.48,-1.95,1245.61,-61.89,-6.89,55.73,-8.85,-1.50,24.60,29.61,47.10,
01/01/2000,00:01:05.05,-151.86,122.56,1147.46,-32.74,-13.78,70.91,-8.55,-4.20,26.40,29.75,47.10,
01/01/2000,00:01:05.05,-498.05,61.04,1580.08,19.39,-37.13,33.41,-8.55,-4.20,25.35,29.61,47.10,
01/01/2000,00:01:05.05,-107.42,-163.57,1950.68,30.98,-9.88,-2.44,-8.55,-5.40,24.90,29.56,47.10,
01/01/2000,00:01:05.05,184.08,-229.49,1832.52,27.26,27.38,22.74,-9.60,-4.95,24.60,29.66,47.10,
01/01/2000,00:01:05.05,37.60,-157.71,1484.86,12.07,31.28,37.13,-8.25,-4.05,24.75,29.99,47.10,
01/01/2000,00:01:05.05,-7.32,-107.42,1239.26,6.22,27.38,26.34,-8.25,-5.25,25.80,29.80,47.11,
01/01/2000,00:01:05.05,2.44,-72.27,1073.24,5.49,24.39,16.95,-8.55,-4.95,25.35,29.80,47.11,
01/01/2000,00:01:05.05,-3.42,-46.39,913.57,-1.40,32.38,17.20,-6.30,-4.65,26.10,29.90,47.11,
01/01/2000,00:01:05.05,2.93,-17.58,664.55,-5.49,30.73,17.50,-7.05,-5.70,26.40,29.99,47.11,
01/01/2000,00:01:05.05,-3.42,21.00,437.50,-6.77,28.54,20.67,-6.75,-5.25,25.20,29.80,47.11,
01/01/2000,00:01:05.05,-43.46,28.32,327.64,4.39,20.18,28.29,-4.65,-5.25,26.25,29.90,47.11,
01/01/2000,00:01:05.05,-41.99,33.69,289.55,14.57,19.21,31.71,-6.00,-6.00,26.55,29.66,47.11,
01/01/2000,00:01:05.05,-107.91,21.00,349.61,15.91,19.39,33.84,-5.55,-6.15,26.10,29.90,47.11,
01/01/2000,00:01:05.05,-127.93,29.30,365.72,15.24,12.99,28.96,-5.85,-6.60,26.40,29.90,47.12,
01/01/2000,00:01:05.05,-68.36,39.06,359.38,15.49,-0.18,28.78,-6.00,-4.80,27.00,29.90,47.12,
01/01/2000,00:01:05.05,-148.93,54.20,441.41,24.88,-1.34,26.34,-5.70,-4.35,25.20,29.80,47.12,
01/01/2000,00:01:05.05,-211.43,69.82,538.57,29.70,-14.27,11.16,-4.80,-4.65,25.65,29.95,47.12,
01/01/2000,00:01:05.05,-123.54,33.20,722.17,38.78,-19.39,-4.09,-4.65,-5.55,25.80,29.80,47.12,
01/01/2000,00:01:05.05,-28.32,45.41,962.89,46.10,-24.02,-10.61,-6.45,-4.05,28.50,29.75,47.12,
01/01/2000,00:01:05.05,-38.09,11.23,1402.83,55.55,-21.83,-11.46,-4.65,-3.60,25.50,29.95,47.12,
01/01/2000,00:01:05.05,-133.30,-18.07,1664.06,39.21,-21.59,-12.50,-6.30,-3.45,27.15,29.95,47.12,
01/01/2000,00:01:05.05,-131.35,9.28,1618.16,8.72,-32.13,-26.16,-6.30,-1.80,25.35,29.61,47.12,
01/01/2000,00:01:05.05,-84.47,9.77,1445.80,1.10,-18.11,-31.52,-7.20,-2.40,26.55,29.80,47.13,
01/01/2000,00:01:05.05,-194.82,-19.53,2182.13,21.34,-5.49,-85.12,-8.10,0.00,26.85,29.75,47.08,
01/01/2000,00:01:05.05,145.02,-51.27,2112.30,-17.87,-4.82,-72.56,-8.70,0.15,27.75,29.80,47.08,
01/01/2000,00:01:05.05,229.98,35.64,1649.41,-46.65,6.59,-32.50,-8.10,1.50,26.40,29.66,47.09,
01/01/2000,00:01:05.05,80.57,146.48,1092.77,-48.48,16.46,-10.61,-6.00,0.45,26.25,29.75,47.09,
01/01/2000,00:01:05.05,-7.32,195.80,678.71,-35.67,32.13,4.21,-6.60,0.30,25.65,29.66,47.09,
01/01/2000,00:01:05.05,-98.63,197.75,466.80,-25.24,26.40,2.50,-6.45,-0.45,27.30,29.80,47.09,
01/01/2000,00:01:05.05,-171.88,171.88,353.52,-15.12,15.98,-4.09,-6.30,-0.75,24.90,29.56,47.09,
01/01/2000,00:01:05.05,-166.99,113.28,291.50,-13.66,6.95,-19.70,-6.00,-0.90,26.25,29.90,47.09,
01/01/2000,00:01:05.05,-140.62,31.74,266.60,-7.20,0.12,-20.55,-5.70,-0.15,27.00,29.56,47.09,
01/01/2000,00:01:05.05,-104.00,-6.35,288.09,1.16,-2.20,-20.73,-5.40,-0.15,26.55,29.80,47.09,
01/01/2000,00:01:05.05,-63.96,-41.02,378.91,5.79,-8.17,-16.28,-6.30,-1.50,26.85,29.80,47.10,
01/01/2000,00:01:05.05,-61.52,-81.05,486.82,6.89,-8.78,-9.09,-7.35,-1.80,27.90,29.95,47.10,
01/01/2000,00:01:05.05,-47.36,-71.29,570.31,2.50,-8.66,-3.66,-6.60,-1.05,28.20,29.80,47.10,
01/01/2000,00:01:05.05,-120.12,-56.64,669.92,2.07,-12.50,2.26,-5.70,-2.10,25.20,29.66,47.10,
01/01/2000,00:01:05.05,-211.43,-5.86,771.97,2.56,-14.51,6.16,-6.45,-0.90,27.30,29.75,47.10,
01/01/2000,00:01:05.05,-278.81,-22.46,889.65,-2.68,-19.88,-5.91,-5.40,-0.90,27.00,29.56,47.10,
01/01/2000,00:01:05.05,-257.81,-37.11,1002.44,-4.94,-24.82,-5.06,-8.25,0.15,27.00,29.80,47.10,
01/01/2000,00:01:05.05,-201.17,-62.99,1172.85,-6.95,-24.76,-2.07,-8.55,0.75,25.65,29.66,47.10,
01/01/2000,00:01:05.05,-189.94,-103.52,1338.38,-12.74,-16.65,10.67,-7.20,-1.35,25.20,29.61,47.10,
01/01/2000,00:01:05.05,-273.93,-116.21,1561.52,-23.48,-9.21,13.90,-7.20,-0.45,24.75,29.80,47.11,
01/01/2000,00:01:05.05,-262.21,-65.92,1632.81,-39.76,-6.95,13.66,-9.00,-0.90,26.55,29.66,47.11,
01/01/2000,00:01:05.05,-161.13,24.41,1408.69,-43.54,-18.11,13.23,-7.50,-2.10,25.20,29.66,47.11,
01/01/2000,00:01:05.05,-172.85,69.34,1367.68,-13.23,-6.65,17.80,-8.25,-3.30,26.25,29.61,47.11,
01/01/2000,00:01:05.05,-273.93,15.14,1783.20,25.98,-0.18,4.70,-7.50,-4.35,25.20,29.90,47.11,
01/01/2000,00:01:05.05,13.67,-110.84,1510.25,-10.79,26.22,-7.38,-8.10,-2.70,26.85,29.75,47.08,
01/01/2000,00:01:05.05,49.32,-59.08,1121.09,-2.87,33.54,-7.87,-7.05,-4.65,26.40,29.75,47.08,
01/01/2000,00:01:05.05,40.53,-23.44,938.96,16.77,50.37,-5.98,-5.70,-2.40,24.75,29.80,47.08,
01/01/2000,00:01:05.05,83.98,-36.62,866.21,26.65,52.26,-2.80,-7.20,-1.65,27.30,29.80,47.08,
01/01/2000,00:01:05.05,35.16,-62.01,848.14,18.60,45.18,4.02,-5.85,-2.25,26.85,29.56,47.08,
01/01/2000,00:01:05.05,-14.65,-41.50,707.03,-8.17,21.83,4.82,-4.95,-2.10,27.75,29.80,47.08,
01/01/2000,00:01:05.05,-25.39,-5.37,413.09,-21.16,4.63,13.48,-4.95,-2.40,27.30,29.56,47.08,
01/01/2000,00:01:05.05,-11.23,14.65,239.26,-11.10,3.78,17.99,-5.40,-0.15,27.75,29.61,47.09,
01/01/2000,00:01:05.05,-9.28,-8.79,232.42,2.74,12.74,28.84,-6.60,-2.25,28.65,29.95,47.09,
01/01/2000,00:01:05.05,-62.99,2.93,295.41,6.40,6.10,38.23,-6.60,-1.80,27.90,29.80,47.09,
01/01/2000,00:01:05.05,-104.49,6.35,396.97,6.71,-11.04,39.21,-5.10,-1.50,27.15,29.61,47.09,
01/01/2000,00:01:05.05,-196.78,34.18,483.89,4.70,-17.87,30.79,-5.10,-1.80,27.15,29.75,47.09,
01/01/2000,00:01:05.05,-228.52,40.04,616.21,16.04,-23.48,19.39,-5.40,-2.40,28.50,29.80,47.09,
01/01/2000,00:01:05.05,-197.75,-29.30,898.44,26.59,-35.98,0.43,-4.65,-0.90,26.25,29.80,47.09,
01/01/2000,00:01:05.05,-146.97,-57.13,1276.86,25.24,-42.74,-8.41,-3.60,-2.25,26.40,29.80,47.09,
01/01/2000,00:01:05.05,-81.54,-49.32,1570.80,13.54,-38.72,-12.01,-6.45,-2.10,25.80,29.95,47.10,
01/01/2000,00:01:05.05,-70.31,-49.80,1617.19,-5.91,-26.65,-10.85,-6.60,-1.05,27.15,29.80,47.10,
01/01/2000,00:01:05.05,-69.82,-3.91,1342.77,-14.57,-22.20,-18.17,-7.05,-1.80,24.60,29.80,47.10,
01/01/2000,00:01:05.05,-38.57,13.18,1142.58,-11.65,-16.46,-15.00,-7.20,-0.90,24.75,29.80,47.10,
01/01/2000,00:01:05.05,-119.14,5.86,1109.86,2.20,-9.02,-11.77,-6.60,-1.50,26.85,29.61,47.10,
01/01/2000,00:01:05.05,-234.38,52.25,1134.28,11.59,-2.38,-26.83,-8.10,-3.00,26.40,29.47,47.10,
01/01/2000,00:01:05.05,-352.05,55.66,1455.57,26.95,-23.78,-72.50,-7.50,0.15,26.55,29.80,47.10,
01/01/2000,00:01:05.05,47.85,-86.43,1831.54,18.35,-35.73,-97.74,-8.85,-1.05,25.35,29.80,47.10,
01/01/2000,00:01:05.05,448.73,-122.07,1770.51,-6.52,-15.37,-56.04,-8.55,-0.75,24.90,29.80,47.11,
01/01/2000,00:01:05.05,56.64,164.55,1069.34,-22.13,14.09,20.12,-9.75,-0.45,24.00,29.95,47.09,
01/01/2000,00:01:05.05,-100.10,213.38,790.04,-12.13,8.41,16.04,-9.30,-0.30,26.85,29.56,47.09,
01/01/2000,00:01:05.05,-150.39,158.69,683.11,1.59,13.78,15.24,-10.20,0.90,26.55,29.61,47.09,
01/01/2000,00:01:05.05,-213.38,143.55,592.29,4.09,17.87,11.40,-9.45,0.15,25.20,29.61,47.09,
01/01/2000,00:01:05.05,-285.16,100.59,523.44,4.70,10.06,0.37,-8.70,0.15,24.75,29.56,47.09,
01/01/2000,00:01:05.05,-276.86,23.44,551.76,-0.85,-0.85,-21.10,-8.85,-0.30,25.35,29.80,47.10,
01/01/2000,00:01:05.05,-146.48,-48.83,565.43,-2.62,-2.87,-24.27,-7.50,0.15,27.00,29.56,47.10,
01/01/2000,00:01:05.05,-115.72,-71.78,615.72,-2.07,0.18,-18.11,-8.55,-0.75,26.10,29.80,47.10,
01/01/2000,00:01:05.05,-151.86,-69.82,662.60,-3.23,5.55,-6.65,-7.95,-0.15,25.20,29.56,47.10,
01/01/2000,00:01:05.05,-148.44,-58.59,735.35,-3.48,8.35,-7.44,-7.80,0.00,26.40,29.61,47.10,
01/01/2000,00:01:05.05,-171.88,-54.69,856.93,-1.89,8.17,-4.21,-8.55,0.00,25.65,29.75,47.10,
01/01/2000,00:01:05.05,-185.06,-37.11,967.77,-1.04,13.60,0.98,-7.80,1.05,26.40,29.80,47.10,
01/01/2000,00:01:05.05,-258.30,-54.20,1084.47,-1.46,22.13,2.93,-8.70,0.90,26.55,29.80,47.10,
01/01/2000,00:01:05.05,-298.83,-64.94,1203.12,-12.99,29.09,0.55,-7.80,0.75,26.85,29.61,47.11,
01/01/2000,00:01:05.05,-255.37,-84.96,1219.73,-36.52,11.28,-6.95,-7.50,-0.15,27.30,29.61,47.11,
01/01/2000,00:01:05.05,-215.33,-89.36,1106.45,-51.28,-4.09,-8.23,-8.85,0.00,27.45,29.56,47.11,
01/01/2000,00:01:05.05,-155.27,-67.38,1132.32,-50.24,-9.63,-0.55,-7.35,-1.80,26.10,29.80,47.11,
